Site Name,Lat,Lon,Model,Experiment,Year,Avg Ann CFFDI,"DPY(12-25) ""High"" ","DPY(25-50) ""Very High""","DPY(50-75) "" Severe""","DPY(75-100) ""Extreme""","DPY(>100) ""Catastrophic"""
Mildura,-34.23,142.08,CESM1-CAM5,rcp45,2090,6220.26,113.23,71.47,10.77,1.57,0.63
Mildura,-34.23,142.08,CESM1-CAM5,rcp85,2030,5820.75,112.47,62.43,9.57,1.13,0.37
Mildura,-34.23,142.08,CESM1-CAM5,rcp85,2050,6151.84,113.73,69.7,10.4,1.47,0.57
Mildura,-34.23,142.08,CESM1-CAM5,rcp85,2070,6477.04,112.5,76.33,12.23,1.8,0.77
Mildura,-34.23,142.08,CESM1-CAM5,rcp85,2090,7089.3,110.63,86.27,15.67,2.63,1.03
Mildura,-34.23,142.08,GFDL-ESM2M,rcp45,2030,6617.93,116.17,80.17,11.97,1.6,0.67
Mildura,-34.23,142.08,GFDL-ESM2M,rcp45,2050,6103.59,112.6,69.53,9.73,1.53,0.53
Mildura,-34.23,142.08,GFDL-ESM2M,rcp45,2070,6964.68,115.77,87.2,13.37,1.93,0.77
Mildura,-34.23,142.08,GFDL-ESM2M,rcp45,2090,6346.34,120.27,74.13,10.13,1.53,0.53
Mildura,-34.23,142.08,GFDL-ESM2M,rcp85,2030,6157.49,120.1,68.63,9.43,1.53,0.47
Mildura,-34.23,142.08,GFDL-ESM2M,rcp85,2050,6611.26,114.77,79.87,12.27,1.73,0.73
Mildura,-34.23,142.08,GFDL-ESM2M,rcp85,2070,6911.49,118.6,83.33,13.6,2.13,0.83
Mildura,-34.23,142.08,GFDL-ESM2M,rcp85,2090,7775.83,115.13,99.53,17.23,3.5,1.4
Mildura,-34.23,142.08,MIROC5,rcp45,2030,5658.16,114,60.43,8.2,1.43,0.13
Mildura,-34.23,142.08,MIROC5,rcp45,2050,5648.92,113.9,60.4,8.43,1.37,0.13
Mildura,-34.23,142.08,MIROC5,rcp45,2070,5623.31,112.73,59.67,8.43,1.33,0.13
Mildura,-34.23,142.08,MIROC5,rcp45,2090,5926.94,112.8,66.13,9.77,1.43,0.23
Mildura,-34.23,142.08,MIROC5,rcp85,2030,5687.99,112.9,61.03,8.57,1.47,0.13
Mildura,-34.23,142.08,MIROC5,rcp85,2050,5754.71,113.8,61.73,9.07,1.4,0.23
Mildura,-34.23,142.08,MIROC5,rcp85,2070,5802.68,113.2,63.33,9.17,1.4,0.23
Mildura,-34.23,142.08,MIROC5,rcp85,2090,5717.22,112.07,61.37,9.1,1.43,0.23
Mildura,-34.23,142.08,OBS,historical,1995,5488.31,111.2,56.23,7.2,1.1,0.1
Moree,-29.49,149.85,CESM1-CAM5,rcp45,2030,4334.08,114.33,33.13,2.47,0.37,0.03
Moree,-29.49,149.85,CESM1-CAM5,rcp45,2050,4615.35,120.1,38.83,3.4,0.37,0.1
Moree,-29.49,149.85,CESM1-CAM5,rcp45,2070,4711.32,120.6,41.67,3.47,0.47,0.07
Moree,-29.49,149.85,CESM1-CAM5,rcp45,2090,4933.84,126.53,43.83,4.17,0.6,0.07
Moree,-29.49,149.85,CESM1-CAM5,rcp85,2030,4653.56,120.9,39.83,3.13,0.47,0.1
Moree,-29.49,149.85,CESM1-CAM5,rcp85,2050,4792.28,121.97,42.57,3.83,0.57,0.1
Moree,-29.49,149.85,CESM1-CAM5,rcp85,2070,5118.4,127.33,47.8,4.9,0.63,0.13
Moree,-29.49,149.85,CESM1-CAM5,rcp85,2090,5718.96,131.83,58.67,7.67,1,0.3
Moree,-29.49,149.85,GFDL-ESM2M,rcp45,2030,5183.39,137.37,45.93,4.33,0.53,0.1
Moree,-29.49,149.85,GFDL-ESM2M,rcp45,2050,5076.06,131.03,45.17,4.33,0.6,0.07
Moree,-29.49,149.85,GFDL-ESM2M,rcp45,2070,5976.15,142.5,63.27,6.9,0.87,0.07
Moree,-29.49,149.85,GFDL-ESM2M,rcp45,2090,5588.6,140.73,55.17,5.87,0.77,0.07
Moree,-29.49,149.85,GFDL-ESM2M,rcp85,2030,5393.26,135.43,51.1,5.43,0.6,0.13
Moree,-29.49,149.85,GFDL-ESM2M,rcp85,2050,6046.5,135.2,65.13,8.17,0.87,0.37
Moree,-29.49,149.85,GFDL-ESM2M,rcp85,2070,6189.23,141.67,66.3,8.5,0.97,0.3
Moree,-29.49,149.85,GFDL-ESM2M,rcp85,2090,7235.78,145.27,87.07,12.33,2.4,0.63
Moree,-29.49,149.85,MIROC5,rcp45,2030,4265.02,108.53,33.17,2.7,0.4,0.03
Moree,-29.49,149.85,MIROC5,rcp45,2050,4494.63,113.8,37.37,3.27,0.47,0.07
Moree,-29.49,149.85,MIROC5,rcp45,2070,4284.75,109.53,33.23,2.73,0.43,0.03
Moree,-29.49,149.85,MIROC5,rcp45,2090,4588.87,117.43,38.93,3.43,0.47,0.07
Moree,-29.49,149.85,MIROC5,rcp85,2030,4555.58,115.6,38,3.27,0.53,0.07
Moree,-29.49,149.85,MIROC5,rcp85,2050,4590.72,116.77,38.33,3.5,0.57,0.1
Moree,-29.49,149.85,MIROC5,rcp85,2070,4521.53,116.13,37.53,3.23,0.47,0.03
Moree,-29.49,149.85,MIROC5,rcp85,2090,4464.91,112.23,37.47,3.37,0.5,0.07
Moree,-29.49,149.85,OBS,historical,1995,4247.84,108.13,30.23,2.43,0.33,0.03
Mt-Gambier,-37.75,140.77,CESM1-CAM5,rcp45,2030,2105.6,29.47,11.6,1.87,0.23,0.1
Mt-Gambier,-37.75,140.77,CESM1-CAM5,rcp45,2050,2283.57,34.77,12.67,2.27,0.3,0.13
Mt-Gambier,-37.75,140.77,CESM1-CAM5,rcp45,2070,2306.11,34.57,12.67,2.4,0.3,0.13
Mt-Gambier,-37.75,140.77,CESM1-CAM5,rcp45,2090,2412.52,36.6,13.4,2.77,0.33,0.17
Mt-Gambier,-37.75,140.77,CESM1-CAM5,rcp85,2030,2208.83,33.37,11.93,2.3,0.27,0.13
Mt-Gambier,-37.75,140.77,CESM1-CAM5,rcp85,2050,2366.08,35.8,12.87,2.47,0.3,0.13
Mt-Gambier,-37.75,140.77,CESM1-CAM5,rcp85,2070,2557.87,40.97,13.93,3.23,0.57,0.2
Mt-Gambier,-37.75,140.77,CESM1-CAM5,rcp85,2090,2898.39,50.77,16.33,3.9,1,0.27
Mt-Gambier,-37.75,140.77,GFDL-ESM2M,rcp45,2030,2613.4,41.83,13.6,2.8,0.27,0.17
Mt-Gambier,-37.75,140.77,GFDL-ESM2M,rcp45,2050,2290.31,33.17,11.83,1.97,0.33,0.1
Mt-Gambier,-37.75,140.77,GFDL-ESM2M,rcp45,2070,2846.11,49.23,14.6,3.37,0.33,0.13
Mt-Gambier,-37.75,140.77,GFDL-ESM2M,rcp45,2090,2423.47,34.87,12.67,2.1,0.3,0.1
Mt-Gambier,-37.75,140.77,GFDL-ESM2M,rcp85,2030,2281.26,32.17,11.63,1.77,0.27,0.13
Mt-Gambier,-37.75,140.77,GFDL-ESM2M,rcp85,2050,2583.95,40.17,14.17,2.8,0.33,0.13
Mt-Gambier,-37.75,140.77,GFDL-ESM2M,rcp85,2070,2770.68,43.3,14.5,3.1,0.33,0.17
Mt-Gambier,-37.75,140.77,GFDL-ESM2M,rcp85,2090,3475.72,68.67,18.27,4.4,0.77,0.23
Mt-Gambier,-37.75,140.77,MIROC5,rcp45,2030,2134.31,29.87,11.63,1.87,0.27,0.07
Mt-Gambier,-37.75,140.77,MIROC5,rcp45,2050,2154.3,30.23,11.73,2.03,0.27,0.1
Mt-Gambier,-37.75,140.77,MIROC5,rcp45,2070,2132.44,29.87,11.97,2.07,0.23,0.1
Mt-Gambier,-37.75,140.77,MIROC5,rcp45,2090,2301.88,34.83,12.73,2.63,0.27,0.13
Mt-Gambier,-37.75,140.77,MIROC5,rcp85,2030,2157.75,30.13,11.93,1.8,0.23,0.1
Mt-Gambier,-37.75,140.77,MIROC5,rcp85,2050,2170.09,31.13,11.9,1.97,0.3,0.1
Mt-Gambier,-37.75,140.77,MIROC5,rcp85,2070,2223.3,31.57,12.6,2.3,0.3,0.13
Mt-Gambier,-37.75,140.77,MIROC5,rcp85,2090,2161.63,29.97,12.5,2.43,0.3,0.13
Mt-Gambier,-37.75,140.77,OBS,historical,1995,2026.79,27.23,10.73,1.6,0.27,0.07
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp45,2030,7935.04,139.13,125.27,12.5,0.43,0
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp45,2050,8235.01,132.7,130.47,16.57,0.53,0.03
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp45,2070,8194.29,131.13,131.77,15.33,0.5,0.03
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp45,2090,8295.57,129.7,132.8,16.87,0.6,0.03
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp85,2030,8035.84,130.6,129.27,14.03,0.47,0
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp85,2050,8621.95,126.2,138.03,19.67,1.13,0.03
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp85,2070,8926.49,118.13,145,22.9,1.2,0.07
Mt-Isa,-20.68,139.49,CESM1-CAM5,rcp85,2090,9055.81,115.6,144.1,25.47,1.6,0.1
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp45,2030,8917.57,124.33,150.77,18.9,0.7,0.03
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp45,2050,8690.33,129.5,142.6,18.6,0.6,0.03
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp45,2070,9821.79,110.03,172.17,25.73,1.17,0.03
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp45,2090,8730.97,119.53,154.13,16.33,0.47,0
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp85,2030,8993.93,122,154.07,19.03,0.83,0.03
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp85,2050,9703.74,113.1,163.23,27.03,1.8,0.03
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp85,2070,9391.27,108.8,164.57,23.43,1,0.03
Mt-Isa,-20.68,139.49,GFDL-ESM2M,rcp85,2090,10270.63,98.17,177.5,31.57,1.83,0.1
Mt-Isa,-20.68,139.49,MIROC5,rcp45,2030,8211.17,133.33,128.43,16.7,0.67,0.03
Mt-Isa,-20.68,139.49,MIROC5,rcp45,2050,8150.69,134,126.1,16.67,0.73,0.03
Mt-Isa,-20.68,139.49,MIROC5,rcp45,2070,8440.33,129.73,135.9,18.07,0.63,0.03
Mt-Isa,-20.68,139.49,MIROC5,rcp45,2090,8974.53,120.97,147.27,22.07,1,0.03
Mt-Isa,-20.68,139.49,MIROC5,rcp85,2030,8633.13,128.07,137.9,20.17,0.9,0.03
Mt-Isa,-20.68,139.49,MIROC5,rcp85,2050,8743.09,125.93,138.33,21.53,1.17,0.03
Mt-Isa,-20.68,139.49,MIROC5,rcp85,2070,8896.15,123,142.67,22.3,1.37,0.03
Mt-Isa,-20.68,139.49,MIROC5,rcp85,2090,8833.62,120.63,142.33,22.2,1.23,0.03
Mt-Isa,-20.68,139.49,OBS,historical,1995,8118.1,139.63,124.8,12.87,0.43,0
Nowra,-34.95,150.54,CESM1-CAM5,rcp45,2030,1820.63,21.4,7.2,0.9,0.07,0.07
Nowra,-34.95,150.54,CESM1-CAM5,rcp45,2050,1954.89,24.73,8.07,1.03,0.1,0.07
Nowra,-34.95,150.54,CESM1-CAM5,rcp45,2070,1976.25,25.37,8.2,1.2,0.13,0.07
Nowra,-34.95,150.54,CESM1-CAM5,rcp45,2090,2090.36,27.43,8.93,1.37,0.17,0.07
Nowra,-34.95,150.54,CESM1-CAM5,rcp85,2030,1968.77,24.67,8.17,1.23,0.1,0.07
Nowra,-34.95,150.54,CESM1-CAM5,rcp85,2050,2051.88,26.37,8.57,1.53,0.17,0.07
Nowra,-34.95,150.54,CESM1-CAM5,rcp85,2070,2248.19,31.27,9.4,1.9,0.33,0.1
Nowra,-34.95,150.54,CESM1-CAM5,rcp85,2090,2555.24,39.1,11.37,2.63,0.5,0.17
Nowra,-34.95,150.54,GFDL-ESM2M,rcp45,2030,2026,26.27,8.63,1,0.1,0.07
Nowra,-34.95,150.54,GFDL-ESM2M,rcp45,2050,1900.67,23.97,7.57,1.1,0.1,0.07
Nowra,-34.95,150.54,GFDL-ESM2M,rcp45,2070,2163.45,28.93,9.37,1.27,0.13,0.07
Nowra,-34.95,150.54,GFDL-ESM2M,rcp45,2090,2044.71,26.23,8.87,1.13,0.1,0.07
Nowra,-34.95,150.54,GFDL-ESM2M,rcp85,2030,1954.23,24.67,8.3,1.1,0.1,0.07
Nowra,-34.95,150.54,GFDL-ESM2M,rcp85,2050,2101.35,27.83,8.83,1.5,0.13,0.1
Nowra,-34.95,150.54,GFDL-ESM2M,rcp85,2070,2265.89,31.53,9.8,1.87,0.27,0.1
Nowra,-34.95,150.54,GFDL-ESM2M,rcp85,2090,2568.16,37.67,12.37,2.47,0.47,0.13
Nowra,-34.95,150.54,MIROC5,rcp45,2030,1849.4,22.37,7.9,0.8,0.07,0.07
Nowra,-34.95,150.54,MIROC5,rcp45,2050,1923.88,23.83,8.27,1,0.07,0.07
Nowra,-34.95,150.54,MIROC5,rcp45,2070,1891.86,23.33,8.13,0.87,0.1,0.07
Nowra,-34.95,150.54,MIROC5,rcp45,2090,1984.3,24.97,8.57,1.07,0.1,0.07
Nowra,-34.95,150.54,MIROC5,rcp85,2030,1935.02,23.67,8.2,0.97,0.1,0.07
Nowra,-34.95,150.54,MIROC5,rcp85,2050,1993.43,26.07,8.47,1.07,0.1,0.07
Nowra,-34.95,150.54,MIROC5,rcp85,2070,2082.67,27.47,8.83,1.33,0.1,0.07
Nowra,-34.95,150.54,MIROC5,rcp85,2090,2015.55,27.03,8.57,1.37,0.13,0.07
Nowra,-34.95,150.54,OBS,historical,1995,1905.61,22.53,7.93,0.9,0.07,0.07
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp45,2030,3667.32,77.67,33.83,2.63,0.1,0
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp45,2050,3908.88,79.97,38.53,3.33,0.17,0
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp45,2070,4167.7,84.23,42.47,4.4,0.2,0
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp45,2090,4188.76,85.43,42.77,4.33,0.27,0
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp85,2030,3836.77,79.43,37.9,3.03,0.1,0
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp85,2050,4464.17,90.43,46.37,5.27,0.3,0
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp85,2070,4464.17,90.43,46.37,5.27,0.3,0
Perth-AP,-31.93,115.98,CESM1-CAM5,rcp85,2090,4664.59,92.5,47.53,6.77,0.5,0
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp45,2030,4458.47,95.3,45.73,3.8,0.13,0
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp45,2050,4094.5,91.17,37.07,3,0.1,0
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp45,2070,4458.67,95.3,43.97,4.4,0.2,0
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp45,2090,4107.98,90.43,36.93,2.9,0.1,0
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp85,2030,4013.63,86.83,37.67,2.87,0.1,0
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp85,2050,4550.59,96.2,45.53,4.43,0.23,0
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp85,2070,4550.59,96.2,45.53,4.43,0.23,0
Perth-AP,-31.93,115.98,GFDL-ESM2M,rcp85,2090,5214.41,112.3,53.6,6.27,0.43,0
Perth-AP,-31.93,115.98,MIROC5,rcp45,2030,3782.76,78.4,36.43,2.93,0.1,0
Perth-AP,-31.93,115.98,MIROC5,rcp45,2050,3838.84,79.2,37.7,3.17,0.13,0
Perth-AP,-31.93,115.98,MIROC5,rcp45,2070,3856.8,78.63,38.07,3.33,0.13,0
Perth-AP,-31.93,115.98,MIROC5,rcp45,2090,3878.7,79.1,38.4,3.43,0.13,0
Perth-AP,-31.93,115.98,MIROC5,rcp85,2030,3776.17,79.53,36.1,2.87,0.1,0
Perth-AP,-31.93,115.98,MIROC5,rcp85,2050,3913.2,80.3,38.2,3.27,0.13,0
Perth-AP,-31.93,115.98,MIROC5,rcp85,2070,3913.2,80.3,38.2,3.27,0.13,0
Perth-AP,-31.93,115.98,MIROC5,rcp85,2090,4246.01,85.6,43.37,4.73,0.3,0
Perth-AP,-31.93,115.98,OBS,historical,1995,3647.17,77.87,33.13,2.5,0.07,0
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp45,2030,6973.51,140.5,89.6,10.87,1.17,0.07
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp45,2050,7467.14,143.43,99,14.3,1.63,0.13
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp45,2070,7420.42,142.33,98.07,13.6,1.6,0.1
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp45,2090,7615.19,140.43,101.57,15.47,1.73,0.13
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp85,2030,7160.95,139.33,93.7,12.73,1.23,0.07
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp85,2050,8170.95,143,112.6,17.73,2.2,0.17
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp85,2070,8076.97,138.03,111.27,18.37,2.17,0.17
Port-Hedland,-20.37,118.63,CESM1-CAM5,rcp85,2090,8510.48,133.93,118.2,22.33,3,0.27
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp45,2030,9738.4,137.8,149.1,26.83,3.47,0.3
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp45,2050,8263.68,135.7,119.8,18.7,2.1,0.17
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp45,2070,10275.47,128,157.63,32.03,4.43,0.5
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp45,2090,8477.5,129.9,125.77,20.23,2.17,0.07
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp85,2030,8803.2,136.5,131.13,21.17,2,0.1
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp85,2050,9834.44,133.53,144.8,29.8,4.27,0.53
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp85,2070,9935.49,122.77,148.47,31.83,4.03,0.43
Port-Hedland,-20.37,118.63,GFDL-ESM2M,rcp85,2090,11489.31,107.2,165.43,46.07,7.73,1.23
Port-Hedland,-20.37,118.63,MIROC5,rcp45,2030,7119.12,137.43,92.83,12.5,1.07,0.07
Port-Hedland,-20.37,118.63,MIROC5,rcp45,2050,6970.65,135.1,88.63,12.03,1.33,0.07
Port-Hedland,-20.37,118.63,MIROC5,rcp45,2070,7103.45,135.87,92.5,12.33,1.2,0.07
Port-Hedland,-20.37,118.63,MIROC5,rcp45,2090,7456.92,137.6,99.27,14.43,1.53,0.07
Port-Hedland,-20.37,118.63,MIROC5,rcp85,2030,7119.97,140.1,91.13,12.33,1.27,0.07
Port-Hedland,-20.37,118.63,MIROC5,rcp85,2050,7380.67,137.03,97.73,13.93,1.53,0.07
Port-Hedland,-20.37,118.63,MIROC5,rcp85,2070,7100.19,133.8,92.8,12.6,1.17,0.07
Port-Hedland,-20.37,118.63,MIROC5,rcp85,2090,7149.91,130.27,94.2,13.6,1.23,0.07
Port-Hedland,-20.37,118.63,OBS,historical,1995,6998,142.63,86.63,10.67,1,0.07
Richmond,-33.6,150.78,CESM1-CAM5,rcp45,2030,2651.23,50.3,13.63,1.3,0.37,0
Richmond,-33.6,150.78,CESM1-CAM5,rcp45,2050,2746.03,52.27,14.87,1.47,0.4,0
Richmond,-33.6,150.78,CESM1-CAM5,rcp45,2070,2813.8,53.83,15.87,1.5,0.37,0.07
Richmond,-33.6,150.78,CESM1-CAM5,rcp45,2090,2979.99,57.37,17.73,1.57,0.47,0.07
Richmond,-33.6,150.78,CESM1-CAM5,rcp85,2030,2817.32,53.83,15.73,1.4,0.47,0.07
Richmond,-33.6,150.78,CESM1-CAM5,rcp85,2050,2915.57,56.2,16.87,1.7,0.5,0.1
Richmond,-33.6,150.78,CESM1-CAM5,rcp85,2070,3169.74,61.77,20.1,2.13,0.67,0.23
Richmond,-33.6,150.78,CESM1-CAM5,rcp85,2090,3574.69,71.13,24.53,3.47,0.9,0.37
Richmond,-33.6,150.78,GFDL-ESM2M,rcp45,2030,2877.78,55.47,16.1,1.43,0.43,0
Richmond,-33.6,150.78,GFDL-ESM2M,rcp45,2050,2844.2,54.57,16,1.5,0.37,0.07
Richmond,-33.6,150.78,GFDL-ESM2M,rcp45,2070,3210.98,63.53,19.57,2.07,0.47,0.07
Richmond,-33.6,150.78,GFDL-ESM2M,rcp45,2090,3176.87,62.43,19.1,2.03,0.53,0.07
Richmond,-33.6,150.78,GFDL-ESM2M,rcp85,2030,3009.63,58.93,17.77,1.97,0.4,0.1
Richmond,-33.6,150.78,GFDL-ESM2M,rcp85,2050,3264.12,64.33,20.73,2.37,0.63,0.17
Richmond,-33.6,150.78,GFDL-ESM2M,rcp85,2070,3366.52,65.97,22.3,2.37,0.63,0.23
Richmond,-33.6,150.78,GFDL-ESM2M,rcp85,2090,3881.02,77.03,28.07,3.97,1.03,0.37
Richmond,-33.6,150.78,MIROC5,rcp45,2030,2638.92,49.57,13.97,1.37,0.37,0
Richmond,-33.6,150.78,MIROC5,rcp45,2050,2763.31,52.43,15.3,1.43,0.33,0.03
Richmond,-33.6,150.78,MIROC5,rcp45,2070,2631.29,49.1,13.93,1.37,0.33,0
Richmond,-33.6,150.78,MIROC5,rcp45,2090,2743.67,52.13,15.17,1.37,0.37,0
Richmond,-33.6,150.78,MIROC5,rcp85,2030,2781.87,52.13,15.63,1.5,0.37,0.03
Richmond,-33.6,150.78,MIROC5,rcp85,2050,2802.3,52.6,15.87,1.53,0.37,0.03
Richmond,-33.6,150.78,MIROC5,rcp85,2070,2766.03,52.67,15.37,1.43,0.37,0
Richmond,-33.6,150.78,MIROC5,rcp85,2090,2830.4,54.03,16.8,1.6,0.37,0.03
Richmond,-33.6,150.78,OBS,historical,1995,2647.98,47.1,13.2,1.23,0.37,0
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp45,2030,3305.31,84.33,12.67,0.67,0.03,0.03
