Site Name,Lat,Lon,Model,Experiment,Year,Avg Ann CFFDI,"DPY(12-25) ""High"" ","DPY(25-50) ""Very High""","DPY(50-75) "" Severe""","DPY(75-100) ""Extreme""","DPY(>100) ""Catastrophic"""
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp45,2050,3490.94,95.93,14.17,0.77,0.03,0.03
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp45,2070,3426.82,93.1,13.83,0.83,0.03,0.03
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp45,2090,3603.42,101.03,15.67,0.93,0.07,0.03
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp85,2030,3459.91,95.07,14.3,0.77,0.07,0.03
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp85,2050,3760.33,110.53,17.17,1.03,0.1,0.03
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp85,2070,4056.08,124.3,20.4,1.47,0.17,0.07
Rockhampton,-23.38,150.48,CESM1-CAM5,rcp85,2090,4070.57,121.63,21.7,1.77,0.2,0.07
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp45,2030,4020.84,125.03,18.8,1.03,0.1,0.03
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp45,2050,3886.89,116.1,17.97,1,0.07,0.03
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp45,2070,4409.37,142.6,23.03,1.47,0.13,0.03
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp45,2090,4150.43,129.27,20.53,1.3,0.1,0.03
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp85,2030,4142.56,129.33,20.43,1.37,0.03,0.07
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp85,2050,4415.77,140.33,24.07,1.7,0.13,0.07
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp85,2070,4621.57,148.47,26.57,2.07,0.2,0.1
Rockhampton,-23.38,150.48,GFDL-ESM2M,rcp85,2090,4991.84,165.13,32,2.4,0.2,0.1
Rockhampton,-23.38,150.48,MIROC5,rcp45,2030,3400.74,89.7,13.47,0.8,0.13,0
Rockhampton,-23.38,150.48,MIROC5,rcp45,2050,3522.4,95.43,15,0.77,0.13,0
Rockhampton,-23.38,150.48,MIROC5,rcp45,2070,3489.14,93.47,14.13,0.8,0.1,0.03
Rockhampton,-23.38,150.48,MIROC5,rcp45,2090,3622.27,103.03,15.4,0.8,0.07,0.03
Rockhampton,-23.38,150.48,MIROC5,rcp85,2030,3712.89,107.8,15.93,0.93,0.1,0.03
Rockhampton,-23.38,150.48,MIROC5,rcp85,2050,3807.09,110.3,17.23,1.2,0.1,0.07
Rockhampton,-23.38,150.48,MIROC5,rcp85,2070,3808.55,111.1,17.3,1.17,0.1,0.03
Rockhampton,-23.38,150.48,MIROC5,rcp85,2090,3647.98,101.93,16.7,1,0.1,0.03
Rockhampton,-23.38,150.48,OBS,historical,1995,3355.13,84.13,12.23,0.6,0.07,0
Sale,-38.12,147.13,CESM1-CAM5,rcp45,2030,1878.52,25.23,5.7,0.5,0.1,0.07
Sale,-38.12,147.13,CESM1-CAM5,rcp45,2050,2036.12,28.9,6.8,0.7,0.1,0.07
Sale,-38.12,147.13,CESM1-CAM5,rcp45,2070,2053.6,29.97,7.03,0.83,0.1,0.07
Sale,-38.12,147.13,CESM1-CAM5,rcp45,2090,2174.88,32.43,8.03,0.93,0.07,0.1
Sale,-38.12,147.13,CESM1-CAM5,rcp85,2030,2053.92,29.77,7,0.8,0.1,0.07
Sale,-38.12,147.13,CESM1-CAM5,rcp85,2050,2134.96,31.73,7.67,0.97,0.03,0.13
Sale,-38.12,147.13,CESM1-CAM5,rcp85,2070,2358.65,38,9.43,1.47,0.07,0.17
Sale,-38.12,147.13,CESM1-CAM5,rcp85,2090,2712.34,48.07,11.7,1.93,0.33,0.17
Sale,-38.12,147.13,GFDL-ESM2M,rcp45,2030,2114.72,31.4,7.33,0.8,0.1,0.07
Sale,-38.12,147.13,GFDL-ESM2M,rcp45,2050,1949.05,26.6,6.27,0.67,0.1,0.07
Sale,-38.12,147.13,GFDL-ESM2M,rcp45,2070,2284.55,35.8,8.4,1,0.07,0.1
Sale,-38.12,147.13,GFDL-ESM2M,rcp45,2090,2113.68,30.8,7.3,0.77,0.13,0.03
Sale,-38.12,147.13,GFDL-ESM2M,rcp85,2030,1999.89,28.1,6.5,0.77,0.1,0.07
Sale,-38.12,147.13,GFDL-ESM2M,rcp85,2050,2176.82,31.63,8.13,0.83,0.07,0.1
Sale,-38.12,147.13,GFDL-ESM2M,rcp85,2070,2371.91,37.57,9.3,1.13,0.03,0.13
Sale,-38.12,147.13,GFDL-ESM2M,rcp85,2090,2737.73,48.47,12.03,1.63,0.2,0.13
Sale,-38.12,147.13,MIROC5,rcp45,2030,1874.35,24.93,5.9,0.47,0.17,0
Sale,-38.12,147.13,MIROC5,rcp45,2050,1970.98,27.57,6.33,0.57,0.13,0.03
Sale,-38.12,147.13,MIROC5,rcp45,2070,1934.16,26.27,6.17,0.57,0.13,0.03
Sale,-38.12,147.13,MIROC5,rcp45,2090,2070.65,29.7,7.2,0.7,0.1,0.07
Sale,-38.12,147.13,MIROC5,rcp85,2030,1991.33,28.13,6.63,0.6,0.1,0.07
Sale,-38.12,147.13,MIROC5,rcp85,2050,2037.04,29.53,6.87,0.73,0.1,0.07
Sale,-38.12,147.13,MIROC5,rcp85,2070,2151.02,32.4,7.67,0.8,0.07,0.1
Sale,-38.12,147.13,MIROC5,rcp85,2090,2048.31,29.43,7.3,0.8,0.1,0.07
Sale,-38.12,147.13,OBS,historical,1995,1849.21,23.93,5.27,0.5,0.1,0.07
Sydney-AP,-33.94,151.17,CESM1-CAM5,rcp45,2030,2014.65,29.87,6.4,1.23,0.2,0
Sydney-AP,-33.94,151.17,CESM1-CAM5,rcp45,2050,2096.39,32.4,7,1.33,0.2,0
Sydney-AP,-33.94,151.17,CESM1-CAM5,rcp45,2070,2149.25,34.27,7.47,1.43,0.2,0.03
Sydney-AP,-33.94,151.17,CESM1-CAM5,rcp45,2090,2276.75,36.83,8.17,1.6,0.23,0.03
Sydney-AP,-33.94,151.17,CESM1-CAM5,rcp85,2030,2169.47,34.47,7.27,1.53,0.2,0.03
Sydney-AP,-33.94,151.17,CESM1-CAM5,rcp85,2050,2253.66,36.7,8.17,1.47,0.33,0.03
Sydney-AP,-33.94,151.17,CESM1-CAM5,rcp85,2070,2463.79,41.57,9.9,1.8,0.57,0.1
Sydney-AP,-33.94,151.17,CESM1-CAM5,rcp85,2090,2816.62,52.23,12.33,2.53,0.77,0.17
Sydney-AP,-33.94,151.17,GFDL-ESM2M,rcp45,2030,2205.3,34.6,7.53,1.5,0.2,0.03
Sydney-AP,-33.94,151.17,GFDL-ESM2M,rcp45,2050,2178.26,33.9,7.47,1.47,0.23,0.03
Sydney-AP,-33.94,151.17,GFDL-ESM2M,rcp45,2070,2476,41.57,9.33,1.8,0.3,0.03
Sydney-AP,-33.94,151.17,GFDL-ESM2M,rcp45,2090,2443.18,41.17,9.13,1.87,0.37,0.03
Sydney-AP,-33.94,151.17,GFDL-ESM2M,rcp85,2030,2330.92,38.17,8.37,1.63,0.27,0.03
Sydney-AP,-33.94,151.17,GFDL-ESM2M,rcp85,2050,2558.16,44.73,9.8,1.77,0.53,0.07
Sydney-AP,-33.94,151.17,GFDL-ESM2M,rcp85,2070,2608.72,45.7,10.03,2.13,0.57,0.1
Sydney-AP,-33.94,151.17,GFDL-ESM2M,rcp85,2090,3068.94,58.3,13.47,3,1.07,0.23
Sydney-AP,-33.94,151.17,MIROC5,rcp45,2030,2009.66,30.13,6.73,1.33,0.17,0
Sydney-AP,-33.94,151.17,MIROC5,rcp45,2050,2108.76,31.87,7.47,1.5,0.13,0.03
Sydney-AP,-33.94,151.17,MIROC5,rcp45,2070,1991.22,29.37,6.8,1.23,0.17,0
Sydney-AP,-33.94,151.17,MIROC5,rcp45,2090,2083.75,31.5,7.1,1.4,0.2,0
Sydney-AP,-33.94,151.17,MIROC5,rcp85,2030,2130.1,32.53,7.47,1.53,0.2,0.03
Sydney-AP,-33.94,151.17,MIROC5,rcp85,2050,2135.91,32.8,7.47,1.6,0.23,0.03
Sydney-AP,-33.94,151.17,MIROC5,rcp85,2070,2075.37,31.3,7.1,1.37,0.2,0
Sydney-AP,-33.94,151.17,MIROC5,rcp85,2090,2129.21,33.23,7.9,1.43,0.23,0.03
Sydney-AP,-33.94,151.17,OBS,historical,1995,2029.44,29.1,6.67,1.13,0.2,0
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp45,2030,8865.99,124.23,153.5,16.5,0.8,0
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp45,2050,9411.72,114,160.93,23.13,1.13,0
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp45,2070,9388.37,113.63,162.5,22.57,0.9,0.03
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp45,2090,9600.4,108.8,166,24.83,1.03,0.03
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp85,2030,9094.01,118.87,156.9,19.27,0.8,0
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp85,2050,10035.6,101.2,175.37,28.3,1.33,0.03
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp85,2070,10088.77,96.37,174.03,30.8,1.53,0.03
Tennant-Creek,-19.64,134.18,CESM1-CAM5,rcp85,2090,10516.78,87.47,175.47,38.77,2.1,0.13
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp45,2030,11242.36,79.93,197.27,40.6,2.37,0.2
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp45,2050,9971.57,101.1,176.47,27.2,1.13,0
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp45,2070,11739.95,72.27,197.43,49.3,3.1,0.2
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp45,2090,10232.33,92.7,183.07,30.93,1.03,0
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp85,2030,10458.61,92.77,185.07,31.83,1.37,0.07
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp85,2050,11435.51,83.5,183.83,48.3,3.17,0.27
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp85,2070,11578.81,69.93,193.13,50.4,2.7,0.13
Tennant-Creek,-19.64,134.18,GFDL-ESM2M,rcp85,2090,12962.27,50.37,197.47,71.8,5.27,0.37
Tennant-Creek,-19.64,134.18,MIROC5,rcp45,2030,8982.84,120.9,153.73,18.57,0.63,0
Tennant-Creek,-19.64,134.18,MIROC5,rcp45,2050,8857.13,122.5,148.9,18.63,0.8,0
Tennant-Creek,-19.64,134.18,MIROC5,rcp45,2070,9048.51,118.6,155.6,19.37,0.83,0
Tennant-Creek,-19.64,134.18,MIROC5,rcp45,2090,9377.93,112.47,162.8,22.33,0.9,0
Tennant-Creek,-19.64,134.18,MIROC5,rcp85,2030,9012.72,121.73,152.03,19.57,0.93,0
Tennant-Creek,-19.64,134.18,MIROC5,rcp85,2050,9278.52,115.67,157.93,21.9,0.97,0
Tennant-Creek,-19.64,134.18,MIROC5,rcp85,2070,9123.63,116.13,157.57,20.5,0.8,0
Tennant-Creek,-19.64,134.18,MIROC5,rcp85,2090,9225.34,110.87,159.9,22.03,0.8,0
Tennant-Creek,-19.64,134.18,OBS,historical,1995,8915.43,130.67,147.1,16.07,0.63,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp45,2030,2576.29,42.23,5.83,0.17,0,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp45,2050,2705.35,49.43,6.2,0.27,0,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp45,2070,2646.25,45.93,6,0.17,0,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp45,2090,2685.05,48.03,6.17,0.3,0,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp85,2030,2609.99,45.27,6.03,0.23,0,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp85,2050,2933.69,62.33,7.2,0.33,0,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp85,2070,3047.63,68.6,8.37,0.37,0,0
Townsville,-19.25,146.77,CESM1-CAM5,rcp85,2090,3022.19,66.8,8.87,0.37,0,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp45,2030,3299.94,82.87,8.77,0.3,0,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp45,2050,3106.74,70.63,7.77,0.2,0,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp45,2070,3860.63,122.87,12.13,0.37,0,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp45,2090,3194.93,78.1,9.2,0.27,0,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp85,2030,3338.69,85.8,9.63,0.3,0,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp85,2050,3696.23,110.93,11,0.4,0,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp85,2070,3560.04,99.73,12.27,0.37,0,0
Townsville,-19.25,146.77,GFDL-ESM2M,rcp85,2090,4017.02,130.73,15.47,0.43,0,0
Townsville,-19.25,146.77,MIROC5,rcp45,2030,2728.36,50.97,6.5,0.23,0,0
Townsville,-19.25,146.77,MIROC5,rcp45,2050,2661.19,48.17,6.17,0.23,0,0
Townsville,-19.25,146.77,MIROC5,rcp45,2070,2830.34,54.5,7.3,0.27,0,0
Townsville,-19.25,146.77,MIROC5,rcp45,2090,3144.01,73.4,8.87,0.33,0,0
Townsville,-19.25,146.77,MIROC5,rcp85,2030,2999.09,66.2,7.7,0.33,0,0
Townsville,-19.25,146.77,MIROC5,rcp85,2050,3027.07,68.63,8.2,0.4,0,0
Townsville,-19.25,146.77,MIROC5,rcp85,2070,3042.01,67.07,8.4,0.33,0,0
Townsville,-19.25,146.77,MIROC5,rcp85,2090,2920.5,60.2,7.97,0.33,0,0
Townsville,-19.25,146.77,OBS,historical,1995,2704.04,45.6,5.87,0.17,0,0
Wagga,-35.16,147.46,CESM1-CAM5,rcp45,2030,3742.87,71.8,33.53,5.27,0.73,0.13
Wagga,-35.16,147.46,CESM1-CAM5,rcp45,2050,3995.62,74.2,37.83,6.07,0.8,0.17
Wagga,-35.16,147.46,CESM1-CAM5,rcp45,2070,4068.64,74.4,38.67,6.23,0.93,0.17
Wagga,-35.16,147.46,CESM1-CAM5,rcp45,2090,4214.63,74.6,41.2,6.63,1.2,0.23
Wagga,-35.16,147.46,CESM1-CAM5,rcp85,2030,3896.2,73.43,36,5.77,0.87,0.13
Wagga,-35.16,147.46,CESM1-CAM5,rcp85,2050,4148.51,76.17,39.67,6.17,0.97,0.23
Wagga,-35.16,147.46,CESM1-CAM5,rcp85,2070,4423.72,76.2,44.03,7.27,1.8,0.27
Wagga,-35.16,147.46,CESM1-CAM5,rcp85,2090,4948.27,75,51.67,9.73,2.63,0.6
Wagga,-35.16,147.46,GFDL-ESM2M,rcp45,2030,4523.04,80.67,45.03,6.97,1.1,0.23
Wagga,-35.16,147.46,GFDL-ESM2M,rcp45,2050,4069.97,73.4,37.97,5.97,1,0.2
Wagga,-35.16,147.46,GFDL-ESM2M,rcp45,2070,4886.11,84.33,51.13,7.6,1.5,0.33
Wagga,-35.16,147.46,GFDL-ESM2M,rcp45,2090,4302.12,81.63,40.37,6.1,1,0.17
Wagga,-35.16,147.46,GFDL-ESM2M,rcp85,2030,4063.58,77.4,36.83,5.47,0.97,0.17
Wagga,-35.16,147.46,GFDL-ESM2M,rcp85,2050,4498.21,79.33,44.93,6.97,1.23,0.3
Wagga,-35.16,147.46,GFDL-ESM2M,rcp85,2070,4815.09,84.93,48.2,7.33,1.67,0.33
Wagga,-35.16,147.46,GFDL-ESM2M,rcp85,2090,5668.43,91.83,61.3,10.6,2.47,0.6
Wagga,-35.16,147.46,MIROC5,rcp45,2030,3758.81,74.67,33.73,5.1,0.77,0.13
Wagga,-35.16,147.46,MIROC5,rcp45,2050,3770.98,74.47,33.87,5.17,0.73,0.13
Wagga,-35.16,147.46,MIROC5,rcp45,2070,3762.73,73.27,34.4,5.23,0.73,0.13
Wagga,-35.16,147.46,MIROC5,rcp45,2090,4012.16,76.03,38.43,5.87,0.83,0.17
Wagga,-35.16,147.46,MIROC5,rcp85,2030,3770.44,73.73,34.03,5.07,0.8,0.13
Wagga,-35.16,147.46,MIROC5,rcp85,2050,3814.2,72.93,34.9,5.27,0.87,0.13
Wagga,-35.16,147.46,MIROC5,rcp85,2070,3896.49,74,36.5,5.6,0.87,0.13
Wagga,-35.16,147.46,MIROC5,rcp85,2090,3828.9,71.67,35.97,5.5,0.93,0.13
Wagga,-35.16,147.46,OBS,historical,1995,3599.67,72.23,31,4.3,0.57,0.13
Williamtown,-32.79,151.84,CESM1-CAM5,rcp45,2030,2071.01,32.27,9.53,1.3,0.17,0.03
Williamtown,-32.79,151.84,CESM1-CAM5,rcp45,2050,2161.7,34.27,10.4,1.43,0.37,0.03
Williamtown,-32.79,151.84,CESM1-CAM5,rcp45,2070,2222.12,35.03,10.83,1.6,0.4,0.03
Williamtown,-32.79,151.84,CESM1-CAM5,rcp45,2090,2344.67,38.1,11.2,1.87,0.5,0.03
Williamtown,-32.79,151.84,CESM1-CAM5,rcp85,2030,2238.81,36,10.83,1.57,0.43,0.03
Williamtown,-32.79,151.84,CESM1-CAM5,rcp85,2050,2318.65,37.7,11.3,1.93,0.47,0.03
Williamtown,-32.79,151.84,CESM1-CAM5,rcp85,2070,2536.28,42.67,13.4,2.4,0.5,0.2
Williamtown,-32.79,151.84,CESM1-CAM5,rcp85,2090,2918.47,51.73,16.7,3.07,0.67,0.33
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp45,2030,2269.98,36.73,10.7,1.5,0.3,0.03
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp45,2050,2258.24,36.1,10.97,1.67,0.33,0.03
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp45,2070,2539.25,43.57,12.4,2.07,0.43,0.07
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp45,2090,2500.68,41.2,12.47,2.03,0.4,0.1
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp85,2030,2413.16,39.7,12.2,1.87,0.43,0.03
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp85,2050,2656.75,45.6,14.03,2.5,0.53,0.13
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp85,2070,2692.61,45.57,14.33,2.67,0.43,0.17
Williamtown,-32.79,151.84,GFDL-ESM2M,rcp85,2090,3168.59,55.97,17.83,3.7,0.97,0.27
Williamtown,-32.79,151.84,MIROC5,rcp45,2030,2075.39,32.13,9.87,1.37,0.23,0.03
Williamtown,-32.79,151.84,MIROC5,rcp45,2050,2183.44,34.63,10.47,1.63,0.3,0.03
Williamtown,-32.79,151.84,MIROC5,rcp45,2070,2060.46,32.13,9.87,1.4,0.27,0.03
Williamtown,-32.79,151.84,MIROC5,rcp45,2090,2155.3,33.67,10.63,1.47,0.3,0.03
Williamtown,-32.79,151.84,MIROC5,rcp85,2030,2208.97,35.5,10.63,1.67,0.37,0.03
Williamtown,-32.79,151.84,MIROC5,rcp85,2050,2211.75,34.97,10.9,1.57,0.37,0.03
Williamtown,-32.79,151.84,MIROC5,rcp85,2070,2130.66,33.5,10.27,1.37,0.3,0.03
Williamtown,-32.79,151.84,MIROC5,rcp85,2090,2202.86,34.27,11,1.63,0.5,0.03
Williamtown,-32.79,151.84,OBS,historical,1995,2065.86,31.37,9.17,1.3,0.17,0
Woomera,-31.16,136.81,CESM1-CAM5,rcp45,2030,8046.38,122.77,100.2,18.93,4.1,1.53
Woomera,-31.16,136.81,CESM1-CAM5,rcp45,2050,8675.52,120.07,108.93,23.23,5.27,1.9
Woomera,-31.16,136.81,CESM1-CAM5,rcp45,2070,8855.13,118.73,111.67,24.47,5.63,2.07
Woomera,-31.16,136.81,CESM1-CAM5,rcp45,2090,8967.23,118.33,113.67,25.17,5.8,2.1
Woomera,-31.16,136.81,CESM1-CAM5,rcp85,2030,8223.53,120.6,104.07,19.8,4.43,1.7
Woomera,-31.16,136.81,CESM1-CAM5,rcp85,2050,9255.11,118.97,118.77,26.23,6.2,2.2
Woomera,-31.16,136.81,CESM1-CAM5,rcp85,2070,9205.22,114.53,114.53,27.37,6.43,2.73
Woomera,-31.16,136.81,CESM1-CAM5,rcp85,2090,9698.2,116.2,121.2,29.63,7.6,3.27
Woomera,-31.16,136.81,GFDL-ESM2M,rcp45,2030,10191.89,115.73,134.13,31.3,7.43,3.17
Woomera,-31.16,136.81,GFDL-ESM2M,rcp45,2050,9038.96,125.4,115.93,23.27,5.73,2.27
Woomera,-31.16,136.81,GFDL-ESM2M,rcp45,2070,10062.82,116.9,129.17,31.07,7.8,3.17
Woomera,-31.16,136.81,GFDL-ESM2M,rcp45,2090,9090.28,124.3,118.13,23.63,5.67,2.43
Woomera,-31.16,136.81,GFDL-ESM2M,rcp85,2030,9153.74,123.87,116.8,25.2,5.73,2.33
Woomera,-31.16,136.81,GFDL-ESM2M,rcp85,2050,10005.93,116.13,127.97,30.83,7.73,3.27
Woomera,-31.16,136.81,GFDL-ESM2M,rcp85,2070,9927.29,119.57,126.77,29.9,7.57,3.43
Woomera,-31.16,136.81,GFDL-ESM2M,rcp85,2090,11094.21,113.53,142.2,37.87,9.33,4.7
Woomera,-31.16,136.81,MIROC5,rcp45,2030,8101.92,117.67,102.07,19.3,4.53,1.47
Woomera,-31.16,136.81,MIROC5,rcp45,2050,8072.38,117.17,101.13,19.67,4.43,1.5
Woomera,-31.16,136.81,MIROC5,rcp45,2070,7978.47,118.93,99.33,18.57,4.3,1.57
Woomera,-31.16,136.81,MIROC5,rcp45,2090,8259.21,114.8,104,21,4.83,1.73
Woomera,-31.16,136.81,MIROC5,rcp85,2030,8064.75,118.63,101.1,19.07,4.53,1.53
Woomera,-31.16,136.81,MIROC5,rcp85,2050,8306.23,116.53,104.13,20.83,5.07,1.7
Woomera,-31.16,136.81,MIROC5,rcp85,2070,8341.16,114.73,105.83,21.5,4.97,1.6
Woomera,-31.16,136.81,MIROC5,rcp85,2090,8193.81,115.6,101.23,21.13,5.1,1.63
Woomera,-31.16,136.81,OBS,historical,1995,7932.1,120.3,98.5,17.7,3.77,1.2
